TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_FRAUD
59437,2021-08-01 02:29:41,259,1246,16.23,0
59438,2021-08-01 02:30:55,271,1215,9.69,0
59439,2021-08-01 02:31:50,383,1700,94.37,0
59440,2021-08-01 02:35:44,380,1483,77.66,0
59441,2021-08-01 02:42:00,372,1162,50.94,0
59442,2021-08-01 02:44:31,407,1688,6.05,0
59443,2021-08-01 02:45:49,74,634,164.6,0
59444,2021-08-01 02:46:08,52,898,127.55,0
59445,2021-08-01 02:48:53,987,1197,27.8,0
59446,2021-08-01 02:52:18,81,80,75.26,0
59447,2021-08-01 02:52:51,761,1099,59.43,0
59448,2021-08-01 02:52:53,223,8,50.06,0
59449,2021-08-01 02:54:01,213,852,161.03,0
59450,2021-08-01 02:58:58,180,58,8.89,0
59451,2021-08-01 02:59:50,9,1627,81.04,0
59452,2021-08-01 03:01:00,0,1133,61.51,0
59453,2021-08-01 03:01:19,499,1839,76.51,0
59454,2021-08-01 03:03:47,466,1600,9.36,0
59455,2021-08-01 03:04:42,361,662,59.72,0
59456,2021-08-01 03:07:49,633,1433,37.17,0
59457,2021-08-01 03:08:34,54,1117,79.02,0
59458,2021-08-01 03:10:58,128,1694,30.81,0
59459,2021-08-01 03:15:28,208,1694,114.63,0
59460,2021-08-01 03:16:21,279,1875,11.55,0
59461,2021-08-01 03:16:25,780,1771,10.5,0
59462,2021-08-01 03:17:55,515,1905,126.95,0
59463,2021-08-01 03:20:37,872,1243,104.64,0
59464,2021-08-01 03:25:17,114,807,106.86,0
59465,2021-08-01 03:28:32,286,791,14.86,0
59466,2021-08-01 03:30:31,990,1561,26.07,0
59467,2021-08-01 03:31:42,61,556,81.55,0
59468,2021-08-01 03:31:57,279,1186,105.97,0
59469,2021-08-01 03:32:00,254,502,77.4,0
59470,2021-08-01 03:32:30,20,565,20.2,0
59471,2021-08-01 03:33:04,293,762,190.39,0
59472,2021-08-01 03:33:06,611,1845,77.39,0
59473,2021-08-01 03:34:21,809,1311,53.08,0
59474,2021-08-01 03:35:09,212,102,133.43,0
59475,2021-08-01 03:35:46,177,1813,21.21,0
59476,2021-08-01 03:35:58,620,239,12.54,0
59477,2021-08-01 03:36:26,261,474,32.47,0
59478,2021-08-01 03:37:20,315,1395,29.55,0
59479,2021-08-01 03:39:05,253,1183,5.07,0
59480,2021-08-01 03:39:08,918,309,8.93,0
59481,2021-08-01 03:42:11,832,133,87.17,0
59482,2021-08-01 03:44:26,817,873,21.41,0
59483,2021-08-01 03:44:28,234,381,36.63,0
59484,2021-08-01 03:45:49,713,148,51.94,0
59485,2021-08-01 03:49:28,633,1484,133.55,0
59486,2021-08-01 03:49:38,706,1989,26.6,0
59487,2021-08-01 03:50:52,954,1057,83.66,0
59488,2021-08-01 03:51:13,893,1407,10.21,0
59489,2021-08-01 03:54:54,890,1475,54.03,0
59490,2021-08-01 03:56:18,668,1046,3.95,0
59491,2021-08-01 03:56:42,134,29,22.67,0
59492,2021-08-01 03:59:39,52,1599,171.2,0
59493,2021-08-01 03:59:53,391,667,7.26,0
59494,2021-08-01 04:01:57,637,1847,17.32,0
59495,2021-08-01 04:04:14,923,708,44.79,0
59496,2021-08-01 04:06:15,602,1579,127.05,0
59497,2021-08-01 04:06:42,481,1672,14.26,0
59498,2021-08-01 04:07:01,775,550,9.65,0
59499,2021-08-01 04:08:39,732,138,60.07,0
59500,2021-08-01 04:08:48,215,97,45.66,0
59501,2021-08-01 04:08:58,676,16,14.47,0
59502,2021-08-01 04:10:25,155,669,63.07,0
59503,2021-08-01 04:11:15,67,1199,36.74,0
59504,2021-08-01 04:12:45,180,1474,7.83,0
59505,2021-08-01 04:13:07,212,1733,162.47,0
59506,2021-08-01 04:14:13,462,1041,22.9,0
59507,2021-08-01 04:16:39,937,1630,116.35,0
59508,2021-08-01 04:16:49,962,1037,52.51,0
59509,2021-08-01 04:20:01,36,1759,12.41,0
59510,2021-08-01 04:21:05,304,1207,124.37,0
59511,2021-08-01 04:24:02,8,431,6.51,0
59512,2021-08-01 04:25:19,698,1110,15.97,0
59513,2021-08-01 04:25:34,953,935,9.06,0
59514,2021-08-01 04:25:51,971,1380,52.03,0
59515,2021-08-01 04:27:00,115,1631,25.48,0
59516,2021-08-01 04:28:26,594,1010,56.22,0
59517,2021-08-01 04:28:45,435,1000,24.6,0
59518,2021-08-01 04:28:52,886,1686,51.42,0
59519,2021-08-01 04:29:13,879,1951,38.09,0
59520,2021-08-01 04:30:05,74,769,94.84,0
59521,2021-08-01 04:30:21,279,1363,51.37,0
59522,2021-08-01 04:30:57,154,547,49.08,0
59523,2021-08-01 04:30:57,461,1507,17.23,0
59524,2021-08-01 04:31:18,691,1315,41.85,0
59525,2021-08-01 04:32:28,918,637,8.05,0
59526,2021-08-01 04:34:07,477,1234,12.77,0
59527,2021-08-01 04:35:00,782,1289,16.6,0
59528,2021-08-01 04:36:09,561,1049,34.86,0
59529,2021-08-01 04:37:49,131,187,92.63,0
59530,2021-08-01 04:39:53,238,1263,7.69,0
59531,2021-08-01 04:40:43,681,1237,26.64,0
59532,2021-08-01 04:40:50,359,749,73.7,0
59533,2021-08-01 04:41:58,808,799,6.84,0
59534,2021-08-01 04:42:16,261,1660,74.66,0
59535,2021-08-01 04:43:25,872,1806,97.42,0
59536,2021-08-01 04:45:32,770,67,39.7,0
59537,2021-08-01 04:45:40,691,1407,40.33,0
59538,2021-08-01 04:46:06,271,1215,5.63,0
59539,2021-08-01 04:46:52,605,525,42.19,0
59540,2021-08-01 04:48:05,288,533,69.27,0
59541,2021-08-01 04:48:58,20,1069,6.22,0
59542,2021-08-01 04:50:00,950,380,11.76,0
59543,2021-08-01 04:51:31,586,1142,19.95,0
59544,2021-08-01 04:51:32,938,892,64.87,0
59545,2021-08-01 04:51:35,220,1453,82.6,0
59546,2021-08-01 04:51:54,927,415,51.2,0
59547,2021-08-01 04:52:26,561,854,83.25,0
59548,2021-08-01 04:52:53,910,1254,60.38,0
59549,2021-08-01 04:53:20,329,892,75.46,0
59550,2021-08-01 04:54:31,185,1412,6.89,0
59551,2021-08-01 04:55:36,342,1645,62.81,0
59552,2021-08-01 04:56:21,186,426,11.17,0
59553,2021-08-01 04:56:47,904,512,16.66,0
59554,2021-08-01 04:56:58,726,785,114.95,0
59555,2021-08-01 04:57:38,432,418,27.95,0
59556,2021-08-01 04:58:43,974,1204,172.56,0
59557,2021-08-01 04:59:23,487,94,28.27,0
59558,2021-08-01 05:00:29,894,1064,18.79,0
59559,2021-08-01 05:00:41,78,686,77.74,0
59560,2021-08-01 05:01:37,188,989,27.3,0
59561,2021-08-01 05:04:28,1,958,54.47,0
59562,2021-08-01 05:06:11,260,1829,75.59,0
59563,2021-08-01 05:07:53,830,652,120.54,0
59564,2021-08-01 05:08:07,927,1627,79.44,0
59565,2021-08-01 05:10:46,367,1375,12.0,0
59566,2021-08-01 05:12:01,884,530,33.37,0
59567,2021-08-01 05:13:17,809,1853,15.83,0
59568,2021-08-01 05:14:21,832,133,68.45,0
59569,2021-08-01 05:14:28,796,631,10.39,0
59570,2021-08-01 05:14:57,845,679,72.11,0
59571,2021-08-01 05:15:30,458,421,118.29,0
59572,2021-08-01 05:15:44,940,1791,46.58,0
59573,2021-08-01 05:17:13,694,1512,16.48,0
59574,2021-08-01 05:17:25,495,783,30.8,0
59575,2021-08-01 05:19:00,819,1349,94.16,0
59576,2021-08-01 05:19:56,64,1116,70.99,0
59577,2021-08-01 05:20:00,354,1491,24.52,0
59578,2021-08-01 05:21:33,919,300,13.41,0
59579,2021-08-01 05:22:31,164,725,54.23,0
59580,2021-08-01 05:22:33,339,1213,79.45,0
59581,2021-08-01 05:24:24,29,48,48.17,0
59582,2021-08-01 05:26:20,742,688,45.13,0
59583,2021-08-01 05:26:43,279,1841,61.05,0
59584,2021-08-01 05:27:34,89,1301,19.21,0
59585,2021-08-01 05:27:45,748,1515,20.43,0
59586,2021-08-01 05:28:09,655,1936,57.77,0
59587,2021-08-01 05:28:17,342,385,13.76,0
59588,2021-08-01 05:29:09,970,922,42.85,0
59589,2021-08-01 05:29:23,719,686,16.58,0
59590,2021-08-01 05:30:01,675,1259,65.41,0
59591,2021-08-01 05:30:32,488,199,25.72,0
59592,2021-08-01 05:30:38,0,1138,129.61,0
59593,2021-08-01 05:31:36,322,710,17.91,0
59594,2021-08-01 05:33:55,993,952,11.2,0
59595,2021-08-01 05:34:24,848,509,16.42,0
59596,2021-08-01 05:35:32,318,276,123.83,0
59597,2021-08-01 05:36:03,640,1140,27.66,0
59598,2021-08-01 05:36:24,658,1100,36.21,0
59599,2021-08-01 05:37:22,858,1040,92.26,0
59600,2021-08-01 05:38:00,859,1897,56.65,0
59601,2021-08-01 05:38:42,673,1131,1.67,0
59602,2021-08-01 05:41:07,574,1277,137.86,0
59603,2021-08-01 05:41:13,56,1753,115.84,0
59604,2021-08-01 05:42:48,716,475,11.47,0
59605,2021-08-01 05:43:00,918,1035,7.6,0
59606,2021-08-01 05:45:07,779,786,23.61,0
59607,2021-08-01 05:49:11,741,985,2.25,0
59608,2021-08-01 05:49:52,492,523,43.14,0
59609,2021-08-01 05:51:26,660,680,11.39,0
59610,2021-08-01 05:51:55,472,1209,41.54,0
59611,2021-08-01 05:53:04,6,163,32.73,0
59612,2021-08-01 05:55:21,693,1916,43.68,0
59613,2021-08-01 05:55:50,40,689,81.65,0
59614,2021-08-01 05:56:32,509,1972,126.04,0
59615,2021-08-01 05:57:41,324,1214,160.1,0
59616,2021-08-01 05:59:56,904,27,16.05,0
59617,2021-08-01 06:00:21,225,68,23.72,0
59618,2021-08-01 06:02:03,787,260,56.11,0
59619,2021-08-01 06:03:02,319,1965,119.26,0
59620,2021-08-01 06:04:49,566,842,57.93,0
59621,2021-08-01 06:05:35,98,397,7.65,0
59622,2021-08-01 06:06:12,2,1200,75.86,0
59623,2021-08-01 06:06:31,498,1936,41.83,0
59624,2021-08-01 06:07:49,761,875,15.97,0
59625,2021-08-01 06:08:59,923,226,66.46,0
59626,2021-08-01 06:11:58,970,532,50.68,0
59627,2021-08-01 06:12:14,680,1092,116.33,0
59628,2021-08-01 06:12:34,266,1868,1.86,0
59629,2021-08-01 06:14:55,311,1746,69.39,0
59630,2021-08-01 06:16:48,322,1523,53.35,0
59631,2021-08-01 06:17:21,368,1225,50.9,0
59632,2021-08-01 06:18:02,636,546,92.48,0
59633,2021-08-01 06:18:48,45,1175,68.93,0
59634,2021-08-01 06:20:36,988,1150,32.0,0
59635,2021-08-01 06:21:37,584,1882,0.99,0
59636,2021-08-01 06:21:44,853,1783,1.38,0
59637,2021-08-01 06:21:48,701,248,20.63,0
59638,2021-08-01 06:21:51,574,412,174.02,0
59639,2021-08-01 06:22:55,605,865,50.86,0
59640,2021-08-01 06:24:06,598,1822,5.47,0
59641,2021-08-01 06:24:30,935,187,9.63,0
59642,2021-08-01 06:25:03,964,1939,53.09,0
59643,2021-08-01 06:25:51,517,1174,50.08,0
59644,2021-08-01 06:26:28,255,735,92.7,0
59645,2021-08-01 06:27:54,677,314,13.43,0
59646,2021-08-01 06:28:04,6,1762,0.86,0
59647,2021-08-01 06:28:09,866,1005,50.83,0
59648,2021-08-01 06:28:10,776,961,6.03,0
59649,2021-08-01 06:28:47,732,418,21.84,0
59650,2021-08-01 06:29:07,800,1529,74.97,0
59651,2021-08-01 06:29:19,74,531,228.58,1
59652,2021-08-01 06:29:28,284,1771,29.75,0
59653,2021-08-01 06:30:07,107,1161,19.57,0
59654,2021-08-01 06:30:15,499,556,29.0,0
59655,2021-08-01 06:30:28,596,1761,48.18,0
59656,2021-08-01 06:32:02,335,1097,0.48,0
59657,2021-08-01 06:32:41,306,346,52.46,0
59658,2021-08-01 06:33:06,204,298,82.3,0
59659,2021-08-01 06:33:28,71,408,82.94,0
59660,2021-08-01 06:33:51,775,294,34.73,0
59661,2021-08-01 06:34:27,957,1613,74.03,0
59662,2021-08-01 06:35:09,245,682,145.35,0
59663,2021-08-01 06:35:17,199,1988,21.23,0
59664,2021-08-01 06:35:18,418,1436,124.09,0
59665,2021-08-01 06:35:19,314,1131,109.74,0
59666,2021-08-01 06:35:30,273,519,7.96,0
59667,2021-08-01 06:36:57,702,1277,5.1,0
59668,2021-08-01 06:37:02,698,1524,53.64,0
59669,2021-08-01 06:38:18,367,1483,6.64,0
59670,2021-08-01 06:38:54,499,689,152.61,0
59671,2021-08-01 06:39:02,872,1255,40.75,0
59672,2021-08-01 06:39:08,910,212,30.64,0
59673,2021-08-01 06:39:13,977,916,24.17,0
59674,2021-08-01 06:40:11,948,525,8.84,0
59675,2021-08-01 06:40:38,397,265,42.37,0
59676,2021-08-01 06:41:55,301,1314,90.08,0
59677,2021-08-01 06:43:27,610,83,105.05,0
59678,2021-08-01 06:44:12,29,1413,83.17,0
59679,2021-08-01 06:44:19,303,363,18.54,0
59680,2021-08-01 06:44:48,468,440,61.68,0
59681,2021-08-01 06:45:22,845,1090,59.82,0
59682,2021-08-01 06:45:40,7,705,37.53,0
59683,2021-08-01 06:47:03,846,1581,15.4,0
59684,2021-08-01 06:48:26,270,214,26.7,0
59685,2021-08-01 06:48:49,571,1557,20.6,0
59686,2021-08-01 06:48:58,466,110,68.8,0
59687,2021-08-01 06:49:25,775,1438,15.91,0
59688,2021-08-01 06:49:33,647,1020,2.31,0
59689,2021-08-01 06:49:36,198,1187,143.29,0
59690,2021-08-01 06:49:38,520,322,57.4,0
59691,2021-08-01 06:50:53,760,255,115.08,0
59692,2021-08-01 06:52:20,453,1915,57.91,0
59693,2021-08-01 06:52:53,467,183,90.37,0
59694,2021-08-01 06:53:01,866,1946,61.87,0
59695,2021-08-01 06:53:26,355,1220,15.51,0
59696,2021-08-01 06:53:26,270,959,27.37,0
59697,2021-08-01 06:53:43,526,1997,33.03,0
59698,2021-08-01 06:54:39,386,1076,111.31,0
59699,2021-08-01 06:56:24,530,1217,6.31,0
59700,2021-08-01 06:57:16,398,1243,16.24,0
59701,2021-08-01 06:59:06,839,1583,29.13,0
59702,2021-08-01 06:59:41,183,1126,27.62,0
59703,2021-08-01 06:59:49,424,1661,30.54,0
59704,2021-08-01 06:59:54,562,354,137.62,0
59705,2021-08-01 06:59:54,677,1573,40.79,0
59706,2021-08-01 06:59:56,741,299,17.9,0
59707,2021-08-01 07:00:08,27,1818,47.8,0
59708,2021-08-01 07:00:09,215,861,25.76,0
59709,2021-08-01 07:01:11,77,872,115.58,0
59710,2021-08-01 07:01:39,580,1084,71.79,1
59711,2021-08-01 07:01:46,292,1975,4.67,0
59712,2021-08-01 07:02:03,283,1607,117.05,0
59713,2021-08-01 07:02:37,540,984,69.97,0
59714,2021-08-01 07:05:30,12,1436,69.4,0
59715,2021-08-01 07:07:29,947,1678,81.67,0
59716,2021-08-01 07:07:39,20,1488,3.67,0
59717,2021-08-01 07:08:26,311,122,59.44,0
59718,2021-08-01 07:09:12,281,845,96.15,0
59719,2021-08-01 07:09:46,440,1612,22.28,0
59720,2021-08-01 07:10:07,114,567,105.95,0
59721,2021-08-01 07:10:15,144,818,44.61,0
59722,2021-08-01 07:10:17,35,228,80.91,0
59723,2021-08-01 07:11:18,740,691,71.95,0
59724,2021-08-01 07:12:09,6,1175,18.85,0
59725,2021-08-01 07:12:31,155,11,72.22,0
59726,2021-08-01 07:13:05,195,30,110.77,0
59727,2021-08-01 07:13:57,74,1233,65.79,0
59728,2021-08-01 07:16:15,966,1781,92.66,0
59729,2021-08-01 07:16:18,975,423,36.26,1
59730,2021-08-01 07:17:10,752,1465,7.42,0
59731,2021-08-01 07:17:29,270,959,12.19,0
59732,2021-08-01 07:17:45,26,1593,50.42,0
59733,2021-08-01 07:19:06,136,1734,123.98,0
59734,2021-08-01 07:19:14,571,984,84.29,0
59735,2021-08-01 07:19:43,487,874,101.31,0
59736,2021-08-01 07:21:27,824,1169,1.44,0
59737,2021-08-01 07:21:43,145,973,72.54,0
59738,2021-08-01 07:21:47,108,735,29.5,0
59739,2021-08-01 07:23:21,104,382,22.5,0
59740,2021-08-01 07:23:32,141,849,58.42,0
59741,2021-08-01 07:23:43,209,929,27.17,0
59742,2021-08-01 07:24:05,421,904,13.33,0
59743,2021-08-01 07:25:41,23,186,6.53,0
59744,2021-08-01 07:25:56,284,682,20.31,0
59745,2021-08-01 07:26:00,89,381,67.45,0
59746,2021-08-01 07:26:49,395,848,86.01,0
59747,2021-08-01 07:26:51,588,1511,41.89,0
59748,2021-08-01 07:26:54,220,1583,85.54,0
59749,2021-08-01 07:27:24,841,1453,71.11,0
59750,2021-08-01 07:27:30,32,88,42.59,0
59751,2021-08-01 07:27:30,959,241,111.87,0
59752,2021-08-01 07:27:32,80,161,20.23,0
59753,2021-08-01 07:28:54,204,1731,97.12,0
59754,2021-08-01 07:28:55,791,1953,44.69,0
59755,2021-08-01 07:30:03,962,1597,37.94,0
59756,2021-08-01 07:30:16,983,1912,59.01,0
59757,2021-08-01 07:31:39,218,424,12.92,0
59758,2021-08-01 07:33:09,37,54,22.75,0
59759,2021-08-01 07:33:27,121,429,28.05,0
59760,2021-08-01 07:34:19,824,901,22.1,0
59761,2021-08-01 07:35:19,666,746,78.54,0
59762,2021-08-01 07:35:20,487,772,2.92,0
59763,2021-08-01 07:35:23,62,1319,54.97,0
59764,2021-08-01 07:35:42,379,1373,30.4,0
59765,2021-08-01 07:36:33,117,67,87.66,0
59766,2021-08-01 07:36:38,253,1572,4.84,0
59767,2021-08-01 07:37:29,456,799,167.18,0
59768,2021-08-01 07:37:32,624,282,34.25,0
59769,2021-08-01 07:37:32,454,443,20.01,0
59770,2021-08-01 07:37:44,334,1961,41.5,0
59771,2021-08-01 07:37:58,860,1963,51.89,0
59772,2021-08-01 07:37:58,575,300,69.35,0
59773,2021-08-01 07:38:23,366,817,47.6,0
59774,2021-08-01 07:38:24,638,980,42.17,0
59775,2021-08-01 07:38:27,809,1250,91.84,0
59776,2021-08-01 07:38:42,423,1055,40.56,0
59777,2021-08-01 07:38:52,440,142,21.81,0
59778,2021-08-01 07:39:38,632,66,35.76,0
59779,2021-08-01 07:39:39,390,282,8.69,0
59780,2021-08-01 07:40:00,569,271,63.66,0
59781,2021-08-01 07:40:05,481,1750,11.32,0
59782,2021-08-01 07:40:27,183,1988,42.78,0
59783,2021-08-01 07:40:46,880,1245,71.11,0
59784,2021-08-01 07:41:38,271,976,7.25,0
59785,2021-08-01 07:41:42,926,1170,91.91,0
59786,2021-08-01 07:42:00,498,504,56.4,0
59787,2021-08-01 07:42:27,402,801,68.65,0
59788,2021-08-01 07:43:22,526,56,44.99,0
59789,2021-08-01 07:43:30,198,1487,120.05,0
59790,2021-08-01 07:44:07,470,1817,22.93,0
59791,2021-08-01 07:44:14,334,856,46.99,0
59792,2021-08-01 07:44:40,602,323,89.2,0
59793,2021-08-01 07:46:12,786,170,4.13,0
59794,2021-08-01 07:47:21,806,380,10.61,0
59795,2021-08-01 07:47:49,244,667,26.52,0
59796,2021-08-01 07:48:07,679,1893,38.8,1
59797,2021-08-01 07:48:46,798,99,125.32,0
59798,2021-08-01 07:50:05,208,1826,68.41,0
59799,2021-08-01 07:50:13,537,1636,78.56,0
59800,2021-08-01 07:51:17,990,698,18.58,0
59801,2021-08-01 07:51:38,430,554,20.34,0
59802,2021-08-01 07:51:40,343,911,15.03,0
59803,2021-08-01 07:51:57,701,991,41.43,0
59804,2021-08-01 07:51:58,651,1509,65.48,0
59805,2021-08-01 07:53:19,427,865,16.21,0
59806,2021-08-01 07:54:49,397,963,124.19,0
59807,2021-08-01 07:55:36,40,701,48.22,0
59808,2021-08-01 07:56:04,738,375,3.57,0
59809,2021-08-01 07:56:06,575,801,23.01,0
59810,2021-08-01 07:57:38,862,338,69.82,0
59811,2021-08-01 07:58:52,508,477,127.7,0
59812,2021-08-01 07:59:26,787,1380,40.2,0
59813,2021-08-01 07:59:40,617,182,11.32,0
59814,2021-08-01 08:01:01,569,1656,52.06,0
59815,2021-08-01 08:01:04,32,1926,51.76,0
59816,2021-08-01 08:01:36,651,1814,60.83,0
59817,2021-08-01 08:02:21,218,671,35.75,0
59818,2021-08-01 08:02:40,642,1062,46.19,0
59819,2021-08-01 08:02:57,301,1926,104.47,0
59820,2021-08-01 08:03:23,525,1241,35.97,0
59821,2021-08-01 08:05:27,840,346,84.75,0
59822,2021-08-01 08:05:44,244,234,68.31,0
59823,2021-08-01 08:06:19,347,1709,32.83,0
59824,2021-08-01 08:06:42,852,503,5.66,0
59825,2021-08-01 08:07:22,102,1112,5.65,0
59826,2021-08-01 08:07:58,722,59,89.47,0
59827,2021-08-01 08:09:17,302,630,1.24,0
59828,2021-08-01 08:09:19,694,1965,16.49,0
59829,2021-08-01 08:09:40,302,630,8.5,0
59830,2021-08-01 08:10:15,344,1793,24.81,0
59831,2021-08-01 08:10:47,998,138,18.41,0
59832,2021-08-01 08:11:55,586,902,9.51,0
59833,2021-08-01 08:12:23,772,484,101.79,0
59834,2021-08-01 08:12:24,729,286,19.23,0
59835,2021-08-01 08:13:13,680,1956,54.95,0
59836,2021-08-01 08:13:50,254,1779,85.69,0
59837,2021-08-01 08:13:55,454,1841,58.79,0
59838,2021-08-01 08:14:00,288,904,142.81,0
59839,2021-08-01 08:14:09,144,544,41.3,0
59840,2021-08-01 08:14:27,311,1309,23.63,0
59841,2021-08-01 08:14:57,856,2,22.21,0
59842,2021-08-01 08:17:16,877,1383,165.54,0
59843,2021-08-01 08:17:27,117,864,52.73,0
59844,2021-08-01 08:17:30,573,11,80.77,0
59845,2021-08-01 08:17:32,672,207,73.26,1
59846,2021-08-01 08:17:53,721,548,146.91,0
59847,2021-08-01 08:18:31,363,1906,40.93,0
59848,2021-08-01 08:19:19,550,1137,37.82,0
59849,2021-08-01 08:21:31,362,127,77.13,0
59850,2021-08-01 08:21:47,525,825,15.4,0
59851,2021-08-01 08:22:11,877,1335,97.46,0
59852,2021-08-01 08:22:33,689,72,75.31,0
59853,2021-08-01 08:22:45,38,1953,11.45,0
59854,2021-08-01 08:22:58,977,1610,6.84,0
59855,2021-08-01 08:25:16,925,1427,20.02,0
59856,2021-08-01 08:25:31,46,182,46.66,0
59857,2021-08-01 08:26:42,635,1729,27.91,0
59858,2021-08-01 08:27:14,361,662,40.5,0
59859,2021-08-01 08:27:41,239,1935,101.63,0
59860,2021-08-01 08:27:44,288,1718,131.08,0
59861,2021-08-01 08:28:03,209,218,53.68,0
59862,2021-08-01 08:29:20,369,518,77.21,0
59863,2021-08-01 08:29:30,25,815,96.93,0
59864,2021-08-01 08:29:31,555,1954,7.71,0
59865,2021-08-01 08:30:31,541,921,82.93,0
59866,2021-08-01 08:31:19,830,1574,74.0,0
59867,2021-08-01 08:31:26,826,1281,44.33,0
59868,2021-08-01 08:31:39,941,902,93.14,0
59869,2021-08-01 08:31:55,993,1092,8.28,0
59870,2021-08-01 08:32:19,162,1055,63.25,0
59871,2021-08-01 08:32:34,147,1467,108.92,0
59872,2021-08-01 08:33:15,148,1484,11.3,0
59873,2021-08-01 08:34:18,209,1734,13.62,0
59874,2021-08-01 08:34:19,638,716,61.26,0
59875,2021-08-01 08:34:34,100,949,18.35,0
59876,2021-08-01 08:34:36,170,319,12.52,0
59877,2021-08-01 08:34:50,651,1721,57.65,0
59878,2021-08-01 08:34:59,650,311,80.53,0
59879,2021-08-01 08:35:03,608,783,14.12,0
59880,2021-08-01 08:35:17,479,583,28.17,0
59881,2021-08-01 08:35:37,438,828,4.05,1
59882,2021-08-01 08:35:58,497,1313,33.33,0
59883,2021-08-01 08:36:04,199,464,56.1,0
59884,2021-08-01 08:36:13,413,591,86.25,0
59885,2021-08-01 08:36:31,252,850,61.58,0
59886,2021-08-01 08:37:03,200,1996,40.93,0
59887,2021-08-01 08:37:46,853,317,10.36,0
59888,2021-08-01 08:38:06,899,948,137.04,0
59889,2021-08-01 08:38:11,440,850,13.19,0
59890,2021-08-01 08:38:30,645,1913,82.47,0
59891,2021-08-01 08:40:19,187,747,63.7,0
59892,2021-08-01 08:40:51,725,1848,86.86,0
59893,2021-08-01 08:41:19,531,1864,25.56,0
59894,2021-08-01 08:41:31,789,674,23.24,0
59895,2021-08-01 08:42:28,921,1400,40.53,0
59896,2021-08-01 08:42:38,335,288,116.89,0
59897,2021-08-01 08:43:19,454,1841,52.31,0
59898,2021-08-01 08:43:33,392,1351,56.11,0
59899,2021-08-01 08:44:36,441,45,85.37,0
59900,2021-08-01 08:44:37,562,1460,113.77,0
59901,2021-08-01 08:44:47,635,1912,21.2,0
59902,2021-08-01 08:45:25,677,1573,11.96,0
59903,2021-08-01 08:45:57,911,890,17.51,0
59904,2021-08-01 08:46:33,503,1978,9.01,0
59905,2021-08-01 08:47:43,649,24,64.99,0
